Realization,Budget,Rank,Source_unit,Ingredient_Class
147,6,5,Brown rice::RealV6_糙米_sample2,Brown rice
147,6,6,Wheat::RealV6_小麦_sample1,Wheat
147,9,1,Rice bran::RealV6_米糠_sample9,Rice bran
147,9,2,Barley::RealV6_大麦_sample7,Barley
147,9,3,Barley::RealV6_大麦_sample5,Barley
147,9,4,Wheat::RealV6_小麦_sample4,Wheat
147,9,5,Brown rice::RealV6_糙米_sample2,Brown rice
147,9,6,Wheat::RealV6_小麦_sample1,Wheat
147,9,7,Paddy rice::RealV6_稻谷_sample2,Paddy rice
147,9,8,Barley::RealV6_大麦_sample10,Barley
147,9,9,Sorghum::RealV6_高粱_sample9,Sorghum
147,12,1,Rice bran::RealV6_米糠_sample9,Rice bran
147,12,2,Barley::RealV6_大麦_sample7,Barley
147,12,3,Barley::RealV6_大麦_sample5,Barley
147,12,4,Wheat::RealV6_小麦_sample4,Wheat
147,12,5,Brown rice::RealV6_糙米_sample2,Brown rice
147,12,6,Wheat::RealV6_小麦_sample1,Wheat
147,12,7,Paddy rice::RealV6_稻谷_sample2,Paddy rice
147,12,8,Barley::RealV6_大麦_sample10,Barley
147,12,9,Sorghum::RealV6_高粱_sample9,Sorghum
147,12,10,Cassava::RealV6_木薯_sample1,Cassava
147,12,11,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
147,12,12,Paddy rice::RealV6_稻谷_sample9,Paddy rice
148,3,1,Brown rice::RealV6_糙米_sample10,Brown rice
148,3,2,Rice bran::RealV6_米糠_sample9,Rice bran
148,3,3,Sorghum::RealV6_高粱_sample5,Sorghum
148,6,1,Brown rice::RealV6_糙米_sample10,Brown rice
148,6,2,Rice bran::RealV6_米糠_sample9,Rice bran
148,6,3,Sorghum::RealV6_高粱_sample5,Sorghum
148,6,4,Paddy rice::RealV6_稻谷_sample1,Paddy rice
148,6,5,Rice bran::RealV6_米糠_sample1,Rice bran
148,6,6,Rice bran::RealV6_米糠_sample4,Rice bran
148,9,1,Brown rice::RealV6_糙米_sample10,Brown rice
148,9,2,Rice bran::RealV6_米糠_sample9,Rice bran
148,9,3,Sorghum::RealV6_高粱_sample5,Sorghum
148,9,4,Paddy rice::RealV6_稻谷_sample1,Paddy rice
148,9,5,Rice bran::RealV6_米糠_sample1,Rice bran
148,9,6,Rice bran::RealV6_米糠_sample4,Rice bran
148,9,7,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
148,9,8,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
148,9,9,Cassava::RealV6_木薯_sample3,Cassava
148,12,1,Brown rice::RealV6_糙米_sample10,Brown rice
148,12,2,Rice bran::RealV6_米糠_sample9,Rice bran
148,12,3,Sorghum::RealV6_高粱_sample5,Sorghum
148,12,4,Paddy rice::RealV6_稻谷_sample1,Paddy rice
148,12,5,Rice bran::RealV6_米糠_sample1,Rice bran
148,12,6,Rice bran::RealV6_米糠_sample4,Rice bran
148,12,7,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
148,12,8,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
148,12,9,Cassava::RealV6_木薯_sample3,Cassava
148,12,10,Paddy rice::RealV6_稻谷_sample11,Paddy rice
148,12,11,Brown rice::RealV6_糙米_sample7,Brown rice
148,12,12,Wheat::RealV6_小麦_sample3,Wheat
149,3,1,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
149,3,2,Barley::RealV6_大麦_sample9,Barley
149,3,3,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
149,6,1,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
149,6,2,Barley::RealV6_大麦_sample9,Barley
149,6,3,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
149,6,4,Wheat::RealV6_小麦_sample9,Wheat
149,6,5,Rice bran::RealV6_米糠_sample10,Rice bran
149,6,6,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
149,9,1,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
149,9,2,Barley::RealV6_大麦_sample9,Barley
149,9,3,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
149,9,4,Wheat::RealV6_小麦_sample9,Wheat
149,9,5,Rice bran::RealV6_米糠_sample10,Rice bran
149,9,6,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
149,9,7,Sorghum::RealV6_高粱_sample6,Sorghum
149,9,8,Rice bran::RealV6_米糠_sample7,Rice bran
149,9,9,Sorghum::RealV6_高粱_sample8,Sorghum
149,12,1,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
149,12,2,Barley::RealV6_大麦_sample9,Barley
149,12,3,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
149,12,4,Wheat::RealV6_小麦_sample9,Wheat
149,12,5,Rice bran::RealV6_米糠_sample10,Rice bran
149,12,6,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
149,12,7,Sorghum::RealV6_高粱_sample6,Sorghum
149,12,8,Rice bran::RealV6_米糠_sample7,Rice bran
149,12,9,Sorghum::RealV6_高粱_sample8,Sorghum
149,12,10,Sorghum::RealV6_高粱_sample5,Sorghum
149,12,11,Cassava::RealV6_木薯_sample7,Cassava
149,12,12,Brown rice::RealV6_糙米_sample4,Brown rice
150,3,1,Wheat::RealV6_小麦_sample9,Wheat
150,3,2,Barley::RealV6_大麦_sample10,Barley
150,3,3,Cassava::RealV6_木薯_sample6,Cassava
150,6,1,Wheat::RealV6_小麦_sample9,Wheat
150,6,2,Barley::RealV6_大麦_sample10,Barley
150,6,3,Cassava::RealV6_木薯_sample6,Cassava
150,6,4,Barley::RealV6_大麦_sample4,Barley
150,6,5,Paddy rice::RealV6_稻谷_sample2,Paddy rice
150,6,6,Rice bran::RealV6_米糠_sample8,Rice bran
150,9,1,Wheat::RealV6_小麦_sample9,Wheat
150,9,2,Barley::RealV6_大麦_sample10,Barley
150,9,3,Cassava::RealV6_木薯_sample6,Cassava
150,9,4,Barley::RealV6_大麦_sample4,Barley
150,9,5,Paddy rice::RealV6_稻谷_sample2,Paddy rice
150,9,6,Rice bran::RealV6_米糠_sample8,Rice bran
150,9,7,Cassava::RealV6_木薯_sample4,Cassava
150,9,8,Cassava::RealV6_木薯_sample10,Cassava
150,9,9,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
150,12,1,Wheat::RealV6_小麦_sample9,Wheat
150,12,2,Barley::RealV6_大麦_sample10,Barley
150,12,3,Cassava::RealV6_木薯_sample6,Cassava
150,12,4,Barley::RealV6_大麦_sample4,Barley
150,12,5,Paddy rice::RealV6_稻谷_sample2,Paddy rice
150,12,6,Rice bran::RealV6_米糠_sample8,Rice bran
150,12,7,Cassava::RealV6_木薯_sample4,Cassava
150,12,8,Cassava::RealV6_木薯_sample10,Cassava
150,12,9,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
150,12,10,Barley::RealV6_大麦_sample3,Barley
150,12,11,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
150,12,12,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
151,3,1,Barley::RealV6_大麦_sample3,Barley
151,3,2,Sorghum::RealV6_高粱_sample4,Sorghum
151,3,3,Brown rice::RealV6_糙米_sample1,Brown rice
151,6,1,Barley::RealV6_大麦_sample3,Barley
151,6,2,Sorghum::RealV6_高粱_sample4,Sorghum
151,6,3,Brown rice::RealV6_糙米_sample1,Brown rice
151,6,4,Rice bran::RealV6_米糠_sample5,Rice bran
151,6,5,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
151,6,6,Rice bran::RealV6_米糠_sample7,Rice bran
151,9,1,Barley::RealV6_大麦_sample3,Barley
151,9,2,Sorghum::RealV6_高粱_sample4,Sorghum
151,9,3,Brown rice::RealV6_糙米_sample1,Brown rice
151,9,4,Rice bran::RealV6_米糠_sample5,Rice bran
151,9,5,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
151,9,6,Rice bran::RealV6_米糠_sample7,Rice bran
151,9,7,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
151,9,8,Wheat::RealV6_小麦_sample3,Wheat
151,9,9,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
151,12,1,Barley::RealV6_大麦_sample3,Barley
151,12,2,Sorghum::RealV6_高粱_sample4,Sorghum
151,12,3,Brown rice::RealV6_糙米_sample1,Brown rice
151,12,4,Rice bran::RealV6_米糠_sample5,Rice bran
151,12,5,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
151,12,6,Rice bran::RealV6_米糠_sample7,Rice bran
151,12,7,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
151,12,8,Wheat::RealV6_小麦_sample3,Wheat
151,12,9,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
151,12,10,Paddy rice::RealV6_稻谷_sample8,Paddy rice
151,12,11,Paddy rice::RealV6_稻谷_sample11,Paddy rice
151,12,12,Sorghum::RealV6_高粱_sample9,Sorghum
152,3,1,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
152,3,2,Sorghum::RealV6_高粱_sample1,Sorghum
152,3,3,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
152,6,1,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
152,6,2,Sorghum::RealV6_高粱_sample1,Sorghum
152,6,3,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
152,6,4,Cassava::RealV6_木薯_sample9,Cassava
152,6,5,Paddy rice::RealV6_稻谷_sample7,Paddy rice
152,6,6,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
152,9,1,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
152,9,2,Sorghum::RealV6_高粱_sample1,Sorghum
152,9,3,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
152,9,4,Cassava::RealV6_木薯_sample9,Cassava
152,9,5,Paddy rice::RealV6_稻谷_sample7,Paddy rice
152,9,6,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
152,9,7,Sorghum::RealV6_高粱_sample9,Sorghum
152,9,8,Cassava::RealV6_木薯_sample8,Cassava
152,9,9,Brown rice::RealV6_糙米_sample1,Brown rice
152,12,1,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
152,12,2,Sorghum::RealV6_高粱_sample1,Sorghum
152,12,3,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
152,12,4,Cassava::RealV6_木薯_sample9,Cassava
152,12,5,Paddy rice::RealV6_稻谷_sample7,Paddy rice
152,12,6,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
152,12,7,Sorghum::RealV6_高粱_sample9,Sorghum
152,12,8,Cassava::RealV6_木薯_sample8,Cassava
152,12,9,Brown rice::RealV6_糙米_sample1,Brown rice
152,12,10,Sorghum::RealV6_高粱_sample8,Sorghum
152,12,11,Cassava::RealV6_木薯_sample7,Cassava
152,12,12,Rice bran::RealV6_米糠_sample5,Rice bran
153,3,1,Cassava::RealV6_木薯_sample1,Cassava
153,3,2,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
153,3,3,Wheat::RealV6_小麦_sample3,Wheat
153,6,1,Cassava::RealV6_木薯_sample1,Cassava
153,6,2,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
153,6,3,Wheat::RealV6_小麦_sample3,Wheat
153,6,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
153,6,5,Wheat::RealV6_小麦_sample9,Wheat
153,6,6,Rice bran::RealV6_米糠_sample9,Rice bran
153,9,1,Cassava::RealV6_木薯_sample1,Cassava
153,9,2,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
153,9,3,Wheat::RealV6_小麦_sample3,Wheat
153,9,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
153,9,5,Wheat::RealV6_小麦_sample9,Wheat
153,9,6,Rice bran::RealV6_米糠_sample9,Rice bran
153,9,7,Sorghum::RealV6_高粱_sample10,Sorghum
153,9,8,Barley::RealV6_大麦_sample7,Barley
153,9,9,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
153,12,1,Cassava::RealV6_木薯_sample1,Cassava
153,12,2,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
153,12,3,Wheat::RealV6_小麦_sample3,Wheat
153,12,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
153,12,5,Wheat::RealV6_小麦_sample9,Wheat
153,12,6,Rice bran::RealV6_米糠_sample9,Rice bran
153,12,7,Sorghum::RealV6_高粱_sample10,Sorghum
153,12,8,Barley::RealV6_大麦_sample7,Barley
153,12,9,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
153,12,10,Paddy rice::RealV6_稻谷_sample1,Paddy rice
153,12,11,Barley::RealV6_大麦_sample4,Barley
153,12,12,Brown rice::RealV6_糙米_sample7,Brown rice
154,3,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
154,3,2,Brown rice::RealV6_糙米_sample4,Brown rice
154,3,3,Barley::RealV6_大麦_sample6,Barley
154,6,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
154,6,2,Brown rice::RealV6_糙米_sample4,Brown rice
154,6,3,Barley::RealV6_大麦_sample6,Barley
154,6,4,Sorghum::RealV6_高粱_sample5,Sorghum
154,6,5,Barley::RealV6_大麦_sample7,Barley
154,6,6,Sorghum::RealV6_高粱_sample4,Sorghum
154,9,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
154,9,2,Brown rice::RealV6_糙米_sample4,Brown rice
154,9,3,Barley::RealV6_大麦_sample6,Barley
154,9,4,Sorghum::RealV6_高粱_sample5,Sorghum
154,9,5,Barley::RealV6_大麦_sample7,Barley
154,9,6,Sorghum::RealV6_高粱_sample4,Sorghum
154,9,7,Barley::RealV6_大麦_sample9,Barley
154,9,8,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
154,9,9,Sorghum::RealV6_高粱_sample8,Sorghum
154,12,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
154,12,2,Brown rice::RealV6_糙米_sample4,Brown rice
154,12,3,Barley::RealV6_大麦_sample6,Barley
154,12,4,Sorghum::RealV6_高粱_sample5,Sorghum
154,12,5,Barley::RealV6_大麦_sample7,Barley
154,12,6,Sorghum::RealV6_高粱_sample4,Sorghum
154,12,7,Barley::RealV6_大麦_sample9,Barley
154,12,8,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
154,12,9,Sorghum::RealV6_高粱_sample8,Sorghum
154,12,10,Cassava::RealV6_木薯_sample5,Cassava
154,12,11,Barley::RealV6_大麦_sample3,Barley
154,12,12,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
155,3,1,Wheat::RealV6_小麦_sample10,Wheat
155,3,2,Rice bran::RealV6_米糠_sample4,Rice bran
155,3,3,Brown rice::RealV6_糙米_sample9,Brown rice
155,6,1,Wheat::RealV6_小麦_sample10,Wheat
155,6,2,Rice bran::RealV6_米糠_sample4,Rice bran
155,6,3,Brown rice::RealV6_糙米_sample9,Brown rice
155,6,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
155,6,5,Paddy rice::RealV6_稻谷_sample6,Paddy rice
155,6,6,Rice bran::RealV6_米糠_sample9,Rice bran
155,9,1,Wheat::RealV6_小麦_sample10,Wheat
155,9,2,Rice bran::RealV6_米糠_sample4,Rice bran
155,9,3,Brown rice::RealV6_糙米_sample9,Brown rice
155,9,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
155,9,5,Paddy rice::RealV6_稻谷_sample6,Paddy rice
155,9,6,Rice bran::RealV6_米糠_sample9,Rice bran
155,9,7,Cassava::RealV6_木薯_sample9,Cassava
155,9,8,Sorghum::RealV6_高粱_sample5,Sorghum
155,9,9,Cassava::RealV6_木薯_sample10,Cassava
155,12,1,Wheat::RealV6_小麦_sample10,Wheat
155,12,2,Rice bran::RealV6_米糠_sample4,Rice bran
155,12,3,Brown rice::RealV6_糙米_sample9,Brown rice
155,12,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
155,12,5,Paddy rice::RealV6_稻谷_sample6,Paddy rice
155,12,6,Rice bran::RealV6_米糠_sample9,Rice bran
155,12,7,Cassava::RealV6_木薯_sample9,Cassava
155,12,8,Sorghum::RealV6_高粱_sample5,Sorghum
155,12,9,Cassava::RealV6_木薯_sample10,Cassava
155,12,10,Rice bran::RealV6_米糠_sample8,Rice bran
155,12,11,Rice bran::RealV6_米糠_sample10,Rice bran
155,12,12,Barley::RealV6_大麦_sample4,Barley
156,3,1,Sorghum::RealV6_高粱_sample6,Sorghum
156,3,2,Paddy rice::RealV6_稻谷_sample9,Paddy rice
156,3,3,Brown rice::RealV6_糙米_sample7,Brown rice
156,6,1,Sorghum::RealV6_高粱_sample6,Sorghum
156,6,2,Paddy rice::RealV6_稻谷_sample9,Paddy rice
156,6,3,Brown rice::RealV6_糙米_sample7,Brown rice
156,6,4,Paddy rice::RealV6_稻谷_sample10,Paddy rice
156,6,5,Rice bran::RealV6_米糠_sample4,Rice bran
156,6,6,Brown rice::RealV6_糙米_sample2,Brown rice
156,9,1,Sorghum::RealV6_高粱_sample6,Sorghum
156,9,2,Paddy rice::RealV6_稻谷_sample9,Paddy rice
156,9,3,Brown rice::RealV6_糙米_sample7,Brown rice
156,9,4,Paddy rice::RealV6_稻谷_sample10,Paddy rice
156,9,5,Rice bran::RealV6_米糠_sample4,Rice bran
156,9,6,Brown rice::RealV6_糙米_sample2,Brown rice
156,9,7,Cassava::RealV6_木薯_sample3,Cassava
156,9,8,Rice bran::RealV6_米糠_sample7,Rice bran
156,9,9,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
156,12,1,Sorghum::RealV6_高粱_sample6,Sorghum
156,12,2,Paddy rice::RealV6_稻谷_sample9,Paddy rice
156,12,3,Brown rice::RealV6_糙米_sample7,Brown rice
156,12,4,Paddy rice::RealV6_稻谷_sample10,Paddy rice
156,12,5,Rice bran::RealV6_米糠_sample4,Rice bran
156,12,6,Brown rice::RealV6_糙米_sample2,Brown rice
156,12,7,Cassava::RealV6_木薯_sample3,Cassava
156,12,8,Rice bran::RealV6_米糠_sample7,Rice bran
156,12,9,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
156,12,10,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
156,12,11,Brown rice::RealV6_糙米_sample3,Brown rice
156,12,12,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
157,3,1,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
157,3,2,Wheat::RealV6_小麦_sample6,Wheat
157,3,3,Rice bran::RealV6_米糠_sample3,Rice bran
157,6,1,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
157,6,2,Wheat::RealV6_小麦_sample6,Wheat
157,6,3,Rice bran::RealV6_米糠_sample3,Rice bran
157,6,4,Wheat::RealV6_小麦_sample3,Wheat
157,6,5,Brown rice::RealV6_糙米_sample8,Brown rice
157,6,6,Sorghum::RealV6_高粱_sample3,Sorghum
157,9,1,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
157,9,2,Wheat::RealV6_小麦_sample6,Wheat
157,9,3,Rice bran::RealV6_米糠_sample3,Rice bran
157,9,4,Wheat::RealV6_小麦_sample3,Wheat
157,9,5,Brown rice::RealV6_糙米_sample8,Brown rice
157,9,6,Sorghum::RealV6_高粱_sample3,Sorghum
157,9,7,Sorghum::RealV6_高粱_sample6,Sorghum
157,9,8,Brown rice::RealV6_糙米_sample5,Brown rice
157,9,9,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
157,12,1,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
157,12,2,Wheat::RealV6_小麦_sample6,Wheat
157,12,3,Rice bran::RealV6_米糠_sample3,Rice bran
157,12,4,Wheat::RealV6_小麦_sample3,Wheat
157,12,5,Brown rice::RealV6_糙米_sample8,Brown rice
157,12,6,Sorghum::RealV6_高粱_sample3,Sorghum
157,12,7,Sorghum::RealV6_高粱_sample6,Sorghum
157,12,8,Brown rice::RealV6_糙米_sample5,Brown rice
157,12,9,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
157,12,10,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
157,12,11,Rice bran::RealV6_米糠_sample4,Rice bran
157,12,12,Wheat::RealV6_小麦_sample5,Wheat
158,3,1,Cassava::RealV6_木薯_sample5,Cassava
158,3,2,Barley::RealV6_大麦_sample9,Barley
158,3,3,Cassava::RealV6_木薯_sample2,Cassava
158,6,1,Cassava::RealV6_木薯_sample5,Cassava
158,6,2,Barley::RealV6_大麦_sample9,Barley
158,6,3,Cassava::RealV6_木薯_sample2,Cassava
158,6,4,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
158,6,5,Brown rice::RealV6_糙米_sample2,Brown rice
158,6,6,Paddy rice::RealV6_稻谷_sample4,Paddy rice
158,9,1,Cassava::RealV6_木薯_sample5,Cassava
158,9,2,Barley::RealV6_大麦_sample9,Barley
158,9,3,Cassava::RealV6_木薯_sample2,Cassava
158,9,4,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
158,9,5,Brown rice::RealV6_糙米_sample2,Brown rice
158,9,6,Paddy rice::RealV6_稻谷_sample4,Paddy rice
158,9,7,Wheat::RealV6_小麦_sample9,Wheat
158,9,8,Barley::RealV6_大麦_sample7,Barley
158,9,9,Rice bran::RealV6_米糠_sample4,Rice bran
158,12,1,Cassava::RealV6_木薯_sample5,Cassava
158,12,2,Barley::RealV6_大麦_sample9,Barley
158,12,3,Cassava::RealV6_木薯_sample2,Cassava
158,12,4,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
158,12,5,Brown rice::RealV6_糙米_sample2,Brown rice
158,12,6,Paddy rice::RealV6_稻谷_sample4,Paddy rice
158,12,7,Wheat::RealV6_小麦_sample9,Wheat
158,12,8,Barley::RealV6_大麦_sample7,Barley
158,12,9,Rice bran::RealV6_米糠_sample4,Rice bran
158,12,10,Cassava::RealV6_木薯_sample8,Cassava
158,12,11,Rice bran::RealV6_米糠_sample5,Rice bran
158,12,12,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
159,3,1,Brown rice::RealV6_糙米_sample4,Brown rice
159,3,2,Barley::RealV6_大麦_sample1,Barley
159,3,3,Barley::RealV6_大麦_sample6,Barley
159,6,1,Brown rice::RealV6_糙米_sample4,Brown rice
159,6,2,Barley::RealV6_大麦_sample1,Barley
159,6,3,Barley::RealV6_大麦_sample6,Barley
159,6,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
159,6,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
159,6,6,Barley::RealV6_大麦_sample2,Barley
159,9,1,Brown rice::RealV6_糙米_sample4,Brown rice
159,9,2,Barley::RealV6_大麦_sample1,Barley
159,9,3,Barley::RealV6_大麦_sample6,Barley
159,9,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
159,9,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
159,9,6,Barley::RealV6_大麦_sample2,Barley
159,9,7,Sorghum::RealV6_高粱_sample3,Sorghum
159,9,8,Sorghum::RealV6_高粱_sample8,Sorghum
159,9,9,Paddy rice::RealV6_稻谷_sample1,Paddy rice
159,12,1,Brown rice::RealV6_糙米_sample4,Brown rice
159,12,2,Barley::RealV6_大麦_sample1,Barley
159,12,3,Barley::RealV6_大麦_sample6,Barley
159,12,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
159,12,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
159,12,6,Barley::RealV6_大麦_sample2,Barley
159,12,7,Sorghum::RealV6_高粱_sample3,Sorghum
159,12,8,Sorghum::RealV6_高粱_sample8,Sorghum
159,12,9,Paddy rice::RealV6_稻谷_sample1,Paddy rice
159,12,10,Paddy rice::RealV6_稻谷_sample10,Paddy rice
159,12,11,Paddy rice::RealV6_稻谷_sample2,Paddy rice
159,12,12,Barley::RealV6_大麦_sample10,Barley
160,3,1,Paddy rice::RealV6_稻谷_sample7,Paddy rice
160,3,2,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
160,3,3,Rice bran::RealV6_米糠_sample1,Rice bran
160,6,1,Paddy rice::RealV6_稻谷_sample7,Paddy rice
160,6,2,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
160,6,3,Rice bran::RealV6_米糠_sample1,Rice bran
160,6,4,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
160,6,5,Barley::RealV6_大麦_sample2,Barley
160,6,6,Paddy rice::RealV6_稻谷_sample3,Paddy rice
160,9,1,Paddy rice::RealV6_稻谷_sample7,Paddy rice
160,9,2,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
160,9,3,Rice bran::RealV6_米糠_sample1,Rice bran
160,9,4,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
160,9,5,Barley::RealV6_大麦_sample2,Barley
160,9,6,Paddy rice::RealV6_稻谷_sample3,Paddy rice
160,9,7,Brown rice::RealV6_糙米_sample3,Brown rice
160,9,8,Brown rice::RealV6_糙米_sample5,Brown rice
160,9,9,Paddy rice::RealV6_稻谷_sample6,Paddy rice
160,12,1,Paddy rice::RealV6_稻谷_sample7,Paddy rice
160,12,2,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
160,12,3,Rice bran::RealV6_米糠_sample1,Rice bran
160,12,4,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
160,12,5,Barley::RealV6_大麦_sample2,Barley
160,12,6,Paddy rice::RealV6_稻谷_sample3,Paddy rice
160,12,7,Brown rice::RealV6_糙米_sample3,Brown rice
160,12,8,Brown rice::RealV6_糙米_sample5,Brown rice
160,12,9,Paddy rice::RealV6_稻谷_sample6,Paddy rice
160,12,10,Cassava::RealV6_木薯_sample5,Cassava
160,12,11,Sorghum::RealV6_高粱_sample7,Sorghum
160,12,12,Wheat::RealV6_小麦_sample2,Wheat
161,3,1,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
161,3,2,Paddy rice::RealV6_稻谷_sample1,Paddy rice
161,3,3,Sorghum::RealV6_高粱_sample5,Sorghum
161,6,1,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
161,6,2,Paddy rice::RealV6_稻谷_sample1,Paddy rice
161,6,3,Sorghum::RealV6_高粱_sample5,Sorghum
161,6,4,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
161,6,5,Paddy rice::RealV6_稻谷_sample8,Paddy rice
161,6,6,Wheat::RealV6_小麦_sample5,Wheat
161,9,1,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
161,9,2,Paddy rice::RealV6_稻谷_sample1,Paddy rice
161,9,3,Sorghum::RealV6_高粱_sample5,Sorghum
161,9,4,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
161,9,5,Paddy rice::RealV6_稻谷_sample8,Paddy rice
161,9,6,Wheat::RealV6_小麦_sample5,Wheat
161,9,7,Brown rice::RealV6_糙米_sample10,Brown rice
161,9,8,Barley::RealV6_大麦_sample8,Barley
161,9,9,Cassava::RealV6_木薯_sample5,Cassava
161,12,1,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
161,12,2,Paddy rice::RealV6_稻谷_sample1,Paddy rice
161,12,3,Sorghum::RealV6_高粱_sample5,Sorghum
161,12,4,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
161,12,5,Paddy rice::RealV6_稻谷_sample8,Paddy rice
161,12,6,Wheat::RealV6_小麦_sample5,Wheat
161,12,7,Brown rice::RealV6_糙米_sample10,Brown rice
161,12,8,Barley::RealV6_大麦_sample8,Barley
161,12,9,Cassava::RealV6_木薯_sample5,Cassava
